19471.0543154155,21570.734726506,22885.0437008589,17293.1616597607,14062.4173318972,17069.6708676337,21143.3553205882,1528.13301924538,18247.1215354057,18836.46389514,16686.7332157309,309.064794210322,10078.3220853913,16541.7140646263,17249.0469118146
17259.4950232352,19010.7261847173,20385.2885752561,17287.6546824198,14028.946650398,16589.0990787703,20568.5883304467,301.07790752675,17719.2693180698,18834.1932270751,14717.3781915528,300.000000590667,8970.18092432993,16506.7274624465,17233.9662214461
17224.1907331932,18994.5785034405,20291.8969715036,17284.4846852421,14028.6842093762,16586.5008525808,20567.1619710897,300.000000250302,17718.6214843154,18824.4327997241,14700.747397215,300.000000000004,8959.05568227697,16496.0671061067,17224.3705674111
15971.8655796181,18905.2104995425,20284.9380381944,17276.7426474179,14028.4263987451,16580.3827464145,20566.2643199614,300.000000000007,17706.9252940032,18817.2164865453,14683.360927102,300.000000000004,8944.07179037846,16478.8169826062,17197.0983218634
15953.3806866741,18792.311925687,18952.172548122,17275.4259787855,14028.3259692938,16571.7058135525,20566.2643199614,300.000000000007,17706.8767567956,18789.4479431514,14648.625347989,300.000000000004,8930.97056679118,16451.121599946,16126.3773981569
15953.3806866741,18402.8969106783,18907.9506238787,17275.4057467767,14028.3250754923,16571.2317285755,20566.2643199614,300.000000000007,17706.8767566743,18363.054265594,14628.793925297,300.000000000004,8923.53023070356,16441.4610247107,16121.7571848097
15953.3806866741,18324.3263788729,18901.7918655086,17275.4057467767,14028.3250754923,16571.2317285755,20566.2643199614,300.000000000007,17706.8767566743,18141.6893742402,14235.5045728469,300.000000000004,8923.23794048902,16441.4610247107,16121.7245357493
15953.3806866741,18279.7748093247,18900.8884012887,17275.4057467767,14028.3250754923,16571.2317285755,20566.2643199614,300.000000000007,17706.8767566743,18090.3366390329,14225.9956358182,300.000000000004,8923.23794048902,16441.4610247107,16121.7245357493
15953.3806866741,17991.2743304706,18900.8149174724,17275.4057467767,14028.3250754923,16571.2317285755,20566.2643199614,300.000000000007,17706.8767566743,18034.6713201071,14225.5615615174,300.000000000004,8923.23794048902,16441.4610247107,16121.7245357493
15953.3806866741,17981.0201857244,18900.8149174724,17275.4057467767,14028.3250754923,16571.2317285755,20566.2643199614,300.000000000007,17706.8767566743,18034.6713201071,14225.5615615174,300.000000000004,8923.23794048902,16441.4610247107,16121.7245357493
15953.3806866741,17980.1740967044,18900.8149174724,17275.4057467767,14028.3250754923,16571.2317285755,20566.2643199614,300.000000000007,17706.8767566743,18034.6713201071,14225.5615615174,300.000000000004,8923.23794048902,16441.4610247107,16121.7245357493
15953.3806866741,17980.065933823,18900.8149174724,17275.4057467767,14028.3250754923,16571.2317285755,20566.2643199614,300.000000000007,17706.8767566743,18034.6713201071,14225.5615615174,300.000000000004,8923.23794048902,16441.4610247107,16121.7245357493
15953.3806866741,17980.065933823,18900.8149174724,17275.4057467767,14028.3250754923,16571.2317285755,20566.2643199614,300.000000000007,17706.8767566743,18034.6713201071,14225.5615615174,300.000000000004,8923.23794048902,16441.4610247107,16121.7245357493
15953.3806866741,17980.065933823,18900.8149174724,17275.4057467767,14028.3250754923,16571.2317285755,20566.2643199614,300.000000000007,17706.8767566743,18034.6713201071,14225.5615615174,300.000000000004,8923.23794048902,16441.4610247107,16121.7245357493
