98068497.1855918,59083709.3094242,78770008.3374012,35350816.9925462,89095014.9916314,97633063.8070475,76604273.3083605,27075526.020808,156057079.691009,140907639.673791,66230902.3532408,125358576.498522,89058000.5203958,111643288.938601,133937809.745141
18225037.8158833,9907800.34406595,17609267.0163751,16725945.6683571,18014901.3329602,19329473.5788623,23787463.0048432,7721265.23117323,39336524.558268,14272683.770101,22546140.7807741,37969353.8497387,22989138.8301452,31356364.7706682,30104637.9655408
4919227.43695747,4059706.43312646,8711849.40567141,11345657.3017393,6670121.46899802,9181472.08682588,8460520.04954808,3928320.59633681,15150376.1048909,5609986.05995756,16921368.7589299,21355988.622524,10552190.5742935,16058894.0627563,17696845.5919236
1257750.18688744,920629.2902646,4514097.76012152,4203519.18131187,3209425.37922495,3240870.79958555,3778951.0180114,1103404.18485717,3284767.37321207,1606579.2883791,4544947.51772583,3673115.2690895,3501299.77082979,5545674.19453815,9724894.07578363
192737.71942241,179689.935466093,788685.14124093,211513.431375238,338761.839168359,474631.26442933,1529892.96226293,322912.487589622,253469.286953311,383751.592308843,924472.328050445,1228066.20725371,539215.558401434,459240.921446485,1601846.4456507
83058.3840484774,55421.4019556587,270427.2177852,78419.4866961228,165579.188206758,93122.8152287582,209688.842617698,41191.5423740698,128303.043973324,93604.1870946574,93188.3716101012,368029.550229706,28742.5431135223,111042.858622692,49089.5327127145
44997.1810881974,53510.9739439898,230965.537850862,58955.3728072544,133906.897189868,53718.1417878161,37343.2074644964,39305.2800561226,38357.4577304599,91870.0549675955,39482.2362135185,115561.976784675,28023.7607694431,111042.858622658,40639.5769213825
44650.3725897895,53464.7999919301,174834.422404311,51467.9946486784,110903.839041306,53701.7306747712,26832.0383056369,39241.6711255161,38283.9106217089,83537.7115895009,39380.6256983734,64861.7818880393,25382.8836724672,111042.858622616,38914.649233227
44648.9473029684,51770.7744627856,170865.511787602,51416.3964665507,96965.1978612773,48574.5797865167,26815.5203035857,39241.6711254808,38283.9047179449,83537.7052261732,39368.816990136,64787.2615577889,25382.4394588502,111042.858622573,37853.0278481223
44648.9473029561,51770.7744627837,169952.848054574,51396.8609508765,96493.4045829943,48572.5957110169,26815.5198516828,39241.6711254719,38283.9047179425,83537.7052261113,39368.2573436365,64771.7047502709,25382.1595331428,111042.858622532,37400.1693957263
44648.9473029437,51770.7744627814,169933.918156349,51396.4407189847,95828.1097287422,48572.1100378272,26815.5198516828,39241.6711254622,38283.904717941,83537.7052260515,39367.6652752281,64771.239996131,25382.1595331412,111042.858622491,37038.1803855659
44648.9473029315,51770.7744627777,169933.917932308,50516.7977005272,95209.0510491767,48572.1100374903,26815.5198516828,39241.6711254526,38283.9047179397,83537.705225989,39367.6562056811,64771.2399929622,25382.1595331403,111042.858622448,36681.0307395282
44648.9473029195,51770.7744627685,169933.917932308,50515.8452316967,94618.4213211372,48572.1100374664,26815.5198516828,39241.671125443,38283.9047179382,83537.7052259275,39367.6562056793,64771.2399929365,25382.1595331397,111042.858622406,36536.4443728296
44648.947302907,51770.7744627583,169933.917932308,50515.8451951445,94524.2513828796,48572.1100374555,26815.5198516828,39241.6711254337,38283.9047179367,83537.7052258659,39367.6562056783,64771.2399927803,25382.1595331389,111042.858622364,36418.6526283455
